author	affiliation	abstract_id	role	session_id	presenter
Constantine Boussalis	Trinity College Dublin, Ireland	NA	c	70574	NA
Dafni Kalatzi	University of Essex, United Kingdom	NA	d	70579	NA
Dan Cassino	Fairleigh Dickinson University, USA	NA	d	70570	NA
Dan Honig	University College London, United Kingdom	NA	c	53488	NA
Dan Honig	University College London, United Kingdom	NA	d	53488	NA
Dani Sandu	Chemnitz University of Technology, Germany	NA	c	70601	NA
Daniel Berliner	London School of Economics, United Kingdom	NA	d	53487	NA
Daniel Butler	Washington University in Saint Louis, USA	NA	c	53495	NA
Daniel Butler	Washington University in Saint Louis, USA	NA	d	53495	NA
Daniel Devine	University of Oxford, United Kingdom	NA	d	53561	NA
Daniel Devine	University of Oxford, United Kingdom	NA	c	70852	NA
Daniel Devine	University of Oxford, United Kingdom	NA	d	70852	NA
Daniela Donno	University of Oklahoma, USA	NA	d	70620	NA
David Attewell	University of Zurich, Switzerland	NA	c	70830	NA
David Cingranelli	Binghamton University, USA	NA	c	70701	NA
David Hope	King's College London, United Kingdom	NA	d	70835	NA
David Medina Rodríguez	University of Malaga, Spain	NA	d	70810	NA
David Willumsen	University of Innsbruck, Austria	NA	d	53446	NA
David Willumsen	University of Innsbruck, Austria	NA	d	70612	NA
Delia Zollinger	University of Zurich, Switzerland	NA	d	70809	NA
Delia Zollinger	University of Zurich, Switzerland	NA	c	70814	NA
Eelco Harteveld	University of Amsterdam, Netherlands	NA	c	70778	NA
Eelco Harteveld	University of Amsterdam, Netherlands	NA	d	70837	NA
Eelco Harteveld	University of Amsterdam, Netherlands	NA	c	70847	NA
Eleanor Woodhouse	University College London, United Kingdom	NA	d	70825	NA
Elena Leuschner	Gothenburg University, Sweden	NA	d	70797	NA
Elin Berlin	University of Maryland, USA	NA	c	53563	NA
Elisa D'Amico	Loyola University Chicago, USA	NA	d	70698	NA
Elisa Deiss-Helbig	University of Stuttgart, Germany	NA	d	53633	NA
Elisa Volpi	Franklin University Switzerland, Switzerland	NA	d	70820	NA
Ellen Lust	University of Gothenburg, Sweden	NA	d	53611	NA
Ellen Lust	University of Gothenburg, Sweden	NA	c	70592	NA
Emily Sellars	Yale University, USA	NA	c	70594	NA
Emma Hoes	University of Zurich, Switzerland	NA	d	70817	NA
Emma Turkenburg	KU Leuven, Belgium	NA	d	53557	NA
Emmy Lindstam	IE University, Spain	NA	c	70617	NA
Eri Bertsou	University of St. Gallen, Switzerland. St Gallen, Switzerland. University of St.Gallen, Switzerland	NA	c	70834	NA
Eri Bertsou	University of St. Gallen, Switzerland. St Gallen, Switzerland. University of St.Gallen, Switzerland	NA	c	70853	NA
Evan Perkoski	University of Connecticut, USA	NA	d	70702	NA
Fabrizio Gilardi	University of Zurich, Switzerland	NA	c	53564	NA
Falcó-Gimeno Albert	University of Barcelona, Spain	NA	d	53584	NA
Federica Genovese	University of Essex, United Kingdom	NA	c	53492	NA
Federica Genovese	University of Essex, United Kingdom	NA	c	70709	NA
Fernando Feitosa	University of Brussels, Belgium	NA	d	70778	NA
Fernando Feitosa	University of Brussels, Belgium	NA	c	70845	NA
Florence So	Lund University, Sweden	NA	d	53541	NA
Florence So	Lund University, Sweden	NA	c	70799	NA
Florian Foos	LSE, United Kingdom	NA	d	70807	NA
Florian Hollenbach	Copenhagen Business School, Denmark	NA	d	70710	NA
Florian Schaffner	University of Zurich, Switzerland	NA	c	70586	NA
Frederick Chen	Nanyang Technological University, Singapore	NA	d	53485	NA
Gabriela Borz	University of Strathclyde, United Kingdom	NA	c	70562	NA
Gabriela Borz	University of Strathclyde, United Kingdom	NA	d	70562	NA
Gabriela Borz	University of Strathclyde, United Kingdom	NA	d	70564	NA
Gabriele Magni	Loyola Marymount University, USA	NA	c	53559	NA
Gabriele Magni	Loyola Marymount University, USA	NA	c	70613	NA
Gabriele Magni	Loyola Marymount University, USA	NA	d	70827	NA
Garret Binding	University of Zurich, Switzerland	NA	d	70850	NA
Gary Hollibaugh	University of Pittsburgh, USA	NA	c	53476	NA
Giorgio Malet	University of Zurich, Switzerland	NA	c	53465	NA
Giorgio Malet	University of Zurich, Switzerland	NA	d	70821	NA
Giuseppe Montalbano	University of Luxembourg, Luxembourg	NA	c	53524	NA
Gloria Gennaro	UCL, United Kingdom	NA	d	53579	NA
Gloria Gennaro	UCL, United Kingdom	NA	d	70615	NA
Graig Klein	Leiden University, Netherlands	NA	d	70623	NA
Gregory Eady	University of Copenhagen, Denmark	NA	c	53560	NA
Guy Whitten	Texas A&M University, USA	NA	d	70800	NA
Haakon Gjerløw	Peace Research Institute Oslo, Norway	NA	d	53550	NA
Hans Noel	Georgetown University, USA	NA	d	53597	NA
Hector Bahamonde	University of Turku, Finland	NA	d	53463	NA
Henry Pascoe	IE University, Spain	NA	d	70697	NA
Honorata Mazepus	Leiden University, Netherlands	NA	c	70782	NA
Huang-Ting Yan	Institute of Political Science, Academia Sinica, Taiwan	NA	d	70587	NA
Hugo Marcos-Marné	University of Salamanca, Spain	NA	c	70843	NA
Hye Young You	New York University, USA	NA	c	70715	NA
Irene Menendez	IE University, Spain	NA	c	70612	NA
Irina Ciornei	Barcelona Institute of International Studies, Spain	NA	d	70562	NA
Jack Blumenau	University College London, United Kingdom	NA	c	70817	NA
Jacob Montgomery	Washington University in St. Louis, USA. Washington University in Saint Louis, USA. Wasington University in Saint Louis, USA	NA	c	53489	NA
Jacob Montgomery	Washington University in St. Louis, USA. Washington University in Saint Louis, USA. Wasington University in Saint Louis, USA	NA	d	53489	NA
Jae-Hee Jung	University of Houston, USA	NA	c	70815	NA
Jae-Hee Jung	University of Houston, USA	NA	d	70815	NA
Jae-Hee Jung	University of Houston, USA	NA	c	70850	NA
Jae-Jae Spoon	University of Pittsburgh, USA	NA	d	53549	NA
Jakob Tolstrup	Aarhus University, Denmark	NA	c	70593	NA
Jamie Gruffydd-Jones	University of Kent, United Kingdom	NA	d	70626	NA
Jan Pierskalla	Ohio State University, USA	NA	c	53611	NA
Jan Pierskalla	Ohio State University, USA	NA	d	70708	NA
Jun Sudduth	University of Strathclyde, United Kingdom	NA	d	70626	NA
Jan Vogler	University of Konstanz, Germany	NA	d	70628	NA
Jay Krehbiel	West Virginia University, USA	NA	d	70599	NA
Jean Lacroix	Université Paris-Saclay, France	NA	c	70728	NA
Jeff Gill	American University, USA	NA	c	53448	NA
Jeff Gill	American University, USA	NA	d	53448	NA
Jeff Gill	American University, USA	NA	c	70787	NA
Jelle Koedam	University of Zurich, Switzerland	NA	c	70797	NA
Jennifer Dumas	University of Louisiana at Monroe, USA	NA	d	53563	NA
Jennifer Dumas	University of Louisiana at Monroe, USA	NA	c	70609	NA
Jens Waeckerle	University of Cologne, Germany	NA	c	53501	NA
Jens Wäckerle	University of Cologne, Germany	NA	c	53523	NA
Jeremias Nieminen	University of Turku, Finland	NA	c	53587	NA
Jeyhun Alizade	Princeton University, USA	NA	d	70990	NA
Joachim Wehner	London School of Economics, United Kingdom	NA	d	70611	NA
Joan Barceló	New York University - Abu Dhabi, UAE	NA	c	70806	NA
Jochen Müller	University of Greifswald, Germany	NA	d	70802	NA
Jochen Rehmert	University of Zurich, Switzerland	NA	d	70595	NA
Jochen Rehmert	University of Zurich, Switzerland	NA	c	70990	NA
Johanna Ida Plenter	Heinrich Heine University Düsseldorf, Germany	NA	d	70721	NA
Johannes Gruber	Vrije Universiteit Amsterdam, Netherlands	NA	d	53569	NA
Johannes Lindvall	University of Gothenburg, Sweden	NA	d	70617	NA
Jonathan Kastellec	Princeton University, USA	NA	c	70724	NA
Jona de Jong	European University Institute, Italy	NA	d	70823	NA
Jona de Jong	European University Institute, Italy	NA	c	70831	NA
Jonas Bunte	Vienna University of Economics, Austria	NA	c	70706	NA
Jonathan Polk	Lund University, Sweden	NA	c	70991	NA
Jordi Muñoz	University of Barcelona, Spain	NA	d	70780	NA
Joseph Ornstein	University of Georgia, USA	NA	c	53553	NA
Joseph Ornstein	University of Georgia, USA	NA	d	53553	NA
José Cheibub	Texas A&M University, USA	NA	c	70620	NA
Judith Spirig	University College London, United Kingdom	NA	d	70813	NA
Judith Spirig	University College London, United Kingdom	NA	c	70826	NA
Julia Partheymüller	University of Vienna, Austria	NA	c	70583	NA
Julia Schulte-Cloos	Robert Schuman Center for Advanced Studies, European University Institute, Italy	NA	d	70779	NA
Julia de Romémont	University College London, United Kingdom	NA	c	70712	NA
Julian Wucherpfennig	Hertie School, Germany	NA	d	70600	NA
Julie Hassing Nielsen	Lund University, Sweden	NA	d	70842	NA
Jun Sudduth	University of Strathclyde, United Kingdom	NA	d	70606	NA
Jun Sudduth	University of Strathclyde, United Kingdom	NA	c	70626	NA
Kaat Smets	Royal Holloway, University of London, United Kingdom	NA	d	70616	NA
Katerina Tertytchnaya	UCL, United Kingdom	NA	c	70716	NA
Katjana Gattermann	University of Amsterdam, Netherlands	NA	c	53557	NA
Katjana Gattermann	University of Amsterdam, Netherlands	NA	c	70584	NA
Kelly Kadera	University of Iowa, USA	NA	c	70624	NA
Kelly Kadera	University of Iowa, USA	NA	d	70624	NA
Ken Shotts	Stanford GSB, USA	NA	d	53449	NA
Kerim Can Kavakli	Bocconi University, Italy	NA	c	70698	NA
Kerim Can Kavakli	Bocconi University, Italy	NA	d	70698	NA
Kevin Arceneaux	Sciences Po, France	NA	c	70813	NA
Kevin Clarke	University of Rochester, USA	NA	c	53531	NA
Kevin Clarke	University of Rochester, USA	NA	d	53531	NA
Kiran Auerbach	University of Zurich, Switzerland	NA	d	70782	NA
Kostanca Dhima	Georgia State University, USA	NA	d	53612	NA
Kristina Bakkær Simonsen	Aarhus University, Denmark	NA	d	70815	NA
Kristopher Ramsay	Princeton University, USA	NA	c	53449	NA
Kristy Pathakis	Texas A&M University, USA	NA	d	53526	NA
Lanny Martin	University of Bocconi, Italy	NA	d	70608	NA
Laron Williams	University of Missouri, USA	NA	c	70539	NA
Lasse Aaskoven	University of Southern Denmark, Denmark	NA	d	53620	NA
Lasse Laustsen	Aarhus University, Denmark	NA	d	70794	NA
Lasse Laustsen	Aarhus University, Denmark	NA	c	53608	NA
Lauren Leek	European University Institute, Italy	NA	d	53462	NA
Laurits Aarslew	Aarhus University, Denmark	NA	c	70820	NA
Lawrence McKay	University of Southampton, United Kingdom	NA	c	70801	NA
Lea Caftan	Witten/Herdecke University, Germany	NA	c	70618	NA
Lea Heyne	Institute of Social Sciences, University of Lisbon, Portugal	NA	d	70788	NA
Lene Aarøe	Aarhus University, Denmark	NA	d	53591	NA
Leon David Küstermann	European University Institute, Italy	NA	c	70833	NA
Leonardo Carella	University of Oxford, United Kingdom	NA	d	70841	NA
Linda Bos	University of Amsterdam, Netherlands	NA	d	70582	NA
Lisa Blaydes	Stanford University, USA	NA	c	70726	NA
Lisa Zehnter	Berlin Social Science Center (WZB), Germany	NA	c	53551	NA
Luana Russo	Maastricht University, Netherlands	NA	c	70837	NA
Luana Russo	Maastricht University, Netherlands	NA	d	70847	NA
Lucy Barnes	University College London, United Kingdom	NA	d	70596	NA
Lucy Barnes	University College London, United Kingdom	NA	d	70840	NA
Maarja Lühiste	Newcastle University, United Kingdom	NA	c	53633	NA
Mads Dagnis Jensen	Copenhagen Business School, Denmark	NA	c	53561	NA
Magnus Bergli Rasmussen	University of South-Eastern Norway, Norway	NA	c	70598	NA
Malu Gatto	University College London, United Kingdom	NA	d	53559	NA
Manfred Elsig	University of Bern, Switzerland	NA	c	53525	NA
Marcela Ibáñez	University of Zurich, Switzerland	NA	c	70689	NA
Maria Grasso	Queen Mary University of London, United Kingdom	NA	d	70793	NA
Mariken van der Velden	Vrije Universiteit Amsterdam, Netherlands	NA	d	53522	NA
Marina Schenkel	Trinity College Dublin, Ireland	NA	c	70602	NA
Marius Mehrl	University of Leeds, United Kingdom	NA	d	70609	NA
Mark Pickup	Simon Fraser University, Canada	NA	c	53503	NA
Mark Shephard	University of Strathclyde, United Kingdom	NA	c	53591	NA
Markus Wagner	University of Vienna, Austria	NA	d	70845	NA
Marta Fraile	IPP (CSIC), Spain	NA	d	70567	NA
Martin Rosema	University of Twente, Netherlands	NA	d	70792	NA
Martin Rosema	University of Twente, Netherlands	NA	c	70823	NA
Martin Vinæs Larsen	Aarhus University, Denmark	NA	d	70711	NA
Martin Weinrich	Osnabrück University, Germany	NA	d	70564	NA
MaryClare Roche	Princeton University, USA	NA	c	53532	NA
MaryClare Roche	Princeton University, USA	NA	d	53532	NA
Matthew Rains	University of Georgia, USA	NA	d	70704	NA
Matthew Singer	University of Connecticut, USA	NA	c	70788	NA
Matthias Basedau	German Institute for Global and Area Studies, Germany	NA	c	70691	NA
Matthias Haslberger	University of St. Gallen, Switzerland. University of St Gallen, Switzerland	NA	d	70835	NA
Matthias Basedau	German Institute for Global and Area Studies, Germany	NA	d	70691	NA
Megan Becker	University of Southern California, USA	NA	d	70692	NA
Megan Stewart	University of Michigan, USA	NA	c	70694	NA
Megan Stewart	University of Michigan, USA	NA	d	70694	NA
Michael Becher	IE University, Spain	NA	c	70721	NA
Michael Bechtel	University of Cologne, Germany	NA	d	53492	NA
Michal Gulczynski	Bocconi University, Italy	NA	c	70567	NA
Michal Gulczynski	Bocconi University, Italy	NA	d	70805	NA
Michele Fenzl	University of Zurich, Switzerland	NA	d	70713	NA
Michele Fenzl	University of Zurich, Switzerland	NA	d	70829	NA
Miguel Pereira	London School of Economics and Political Science, United Kingdom	NA	d	70806	NA
Miku Matsunaga	University of Tokyo, Japan	NA	d	70703	NA
Miriam Sorace	University of Kent, United Kingdom	NA	d	53503	NA
Miriam Sorace	University of Kent, United Kingdom	NA	d	70577	NA
Mirko Heinzel	University of Glasgow, United Kingdom	NA	d	53508	NA
Moritz Marbach	UCL, United Kingdom	NA	d	70826	NA
Nadja Wehl	University of Konstanz, Germany	NA	d	70853	NA
Natalia Bueno	Emory University, USA	NA	d	53462	NA
Natalia Bueno	Emory University, USA	NA	d	53587	NA
Neeraj Prasad	University of Amsterdam, Netherlands	NA	c	70600	NA
Neeraj Prasad	University of Amsterdam, Netherlands	NA	d	70691	NA
Nelson A Ruiz	University of Essex, United Kingdom	NA	c	70630	NA
Nick Vivyan	Durham University, United Kingdom	NA	d	70787	NA
Nick Vivyan	Durham University, United Kingdom	NA	d	70798	NA
Noah Buckley	Trinity College Dublin, Ireland	NA	c	70707	NA
Olga Gasparyan	Hertie School, Germany	NA	d	70707	NA
Omer Zarpli	Bilkent University, Turkey	NA	d	70699	NA
Pablo Fernandez-Vazquez	Carlos III University, Spain	NA	c	53458	NA
Pablo Fernandez-Vazquez	Carlos III University, Spain	NA	d	53458	NA
Pamela Ban	University of California, San Diego, USA	NA	d	70714	NA
Paola Galano Toro	ETH Zurich, Switzerland	NA	d	70614	NA
Paolo Agnolin	Bocconi University, Italy	NA	d	70719	NA
Patrick Clasen	University of Duisburg-Essen, Germany	NA	c	53533	NA
Patrick M Kuhn	Durham University, United Kingdom	NA	c	70727	NA
Patrick M Kuhn	Durham University, United Kingdom	NA	d	70729	NA
Patrick Shea	University of Glasgow, United Kingdom	NA	d	53525	NA
Paul Gronke	Reed College, USA	NA	c	70803	NA
Paula Rettl	Bocconi University, Italy	NA	d	70804	NA
Pauliina Patana	Georgetown University, USA	NA	d	70801	NA
Pavithra Suryanarayan	London School of Economics, United Kingdom	NA	d	70726	NA
Peter Thisted Dinesen	University of Copenhagen, Denmark	NA	c	70827	NA
Philipp Broniecki	University of Oslo, Norway	NA	c	53498	NA
Philipp Broniecki	University of Oslo, Norway	NA	d	53625	NA
Rabia Malik	University of Essex, United Kingdom	NA	c	70568	NA
Rachael McLellan	University of Glasgow, United Kingdom	NA	c	70591	NA
Rachel Potter	University of Virginia, USA	NA	c	53583	NA
Raluca L Pahontu	King's College London, United Kingdom	NA	d	70811	NA
Rasmus Tue Pedersen	Danish Center for Social Science Research (VIVE), Denmark	NA	d	70816	NA
Rasmus Tue Pedersen	Danish Center for Social Science Research (VIVE), Denmark	NA	c	70840	NA
Rebecca Cordell	University of Texas at Dallas, USA	NA	c	70696	NA
Rebecca Cordell	University of Texas at Dallas, USA	NA	d	70696	NA
Rebecca Kittel	European University Institute, Italy	NA	c	70585	NA
Rebecca Perlman	Princeton University, USA	NA	c	70710	NA
Reto Mitteregger	University of Zurich, Switzerland	NA	c	70818	NA
Riccardo di Leo	University Carlos III of Madrid, Spain	NA	c	53584	NA
Richard Traunmüller	University of Mannheim, Germany	NA	c	70811	NA
Robert Thomson	Monash University, Australia	NA	d	53455	NA
Robin Devroe	Ghent University, Belgium	NA	c	70569	NA
Rodwan Abouharb	University College London, United Kingdom	NA	d	53520	NA
Roland Kappe	University College London, United Kingdom	NA	d	71286	NA
Romain Lachat	SciencesPo Paris, France	NA	d	70808	NA
Romain Lachat	SciencesPo Paris, France	NA	c	70793	NA
Roman-Gabriel Olar	Dublin City University, Ireland	NA	d	70593	NA
Rozemarijn van Dijk	University of Antwerp, Belgium	NA	d	53603	NA
Rubén Ruiz-Rufino	King's College London, United Kingdom	NA	d	70834	NA
Ruth Carlitz	University of Amsterdam, Netherlands	NA	c	53607	NA
Sabine Carey	University of Mannheim, Germany	NA	c	70692	NA
Sabine Carey	University of Mannheim, Germany	NA	d	70692	NA
Samir Khalil	University of Potsdam, Germany	NA	c	53613	NA
Sara Mitchell	University of Iowa, USA	NA	c	70700	NA
Sara Mitchell	University of Iowa, USA	NA	d	70700	NA
Sarah Brooks	Ohio State University, USA	NA	c	53487	NA
Sarah Bush	Yale University, USA	NA	c	70621	NA
Sarah Bush	Yale University, USA	NA	d	70621	NA
Sarah Wagner	University of Mannheim, Germany	NA	c	53549	NA
Sascha Göbel	Goethe University Frankfurt, Germany	NA	c	70808	NA
Sascha Riaz	Oxford University, United Kingdom	NA	d	70814	NA
Selim Erdem Aytac	Koc University, Turkey	NA	d	70807	NA
Sergio Ascencio	University of Essex, United Kingdom	NA	d	70717	NA
Shea Minter	Georgetown University, USA	NA	c	70615	NA
Shigeo Hirano	Columbia University, USA	NA	d	53560	NA
Shiran Victoria Shen	Stanford University, USA	NA	d	53517	NA
Silja Häusermann	University of Zurich, Switzerland	NA	c	70596	NA
Simon Ellerbrock	MZES, University of Mannheim, Germany	NA	c	53569	NA
Simon Franzmann	University of Goettingen, Germany	NA	d	53551	NA
Simone Paci	Columbia University, USA	NA	d	70712	NA
Soenke Ehret	HEC Lausanne, Switzerland	NA	d	70605	NA
Sofia Marini	University of Vienna, Austria	NA	c	53522	NA
Sophia Hunger	WZB Berlin Social Science Center, Germany	NA	c	70791	NA
Staffan Kumlin	University of Oslo, Norway	NA	c	74640	NA
Stefanie Reher	University of Strathclyde, United Kingdom	NA	c	70566	NA
Stefanie Reher	University of Strathclyde, United Kingdom	NA	c	70792	NA
Stefanie Reher	University of Strathclyde, United Kingdom	NA	c	70842	NA
Stephen Bagwell	University of Missouri--St Louis, USA	NA	c	70623	NA
Stephen Bagwell	University of Missouri--St Louis, USA	NA	d	70623	NA
Steve Wilkinson	Yale University, USA	NA	c	70708	NA
Steven Ballantyne	European University Institute, Italy	NA	d	53488	NA
Stuart Turnbull-Dugarte	University of Southampton, United Kingdom	NA	d	70613	NA
Stuart Turnbull-Dugarte	University of Southampton, United Kingdom	NA	c	70819	NA
Tabea Palmtag	University of Zurich, Switzerland	NA	d	70848	NA
Teresa Völker	WZB Berlin Social Science Center, Germany	NA	d	53586	NA
Theresa Kuhn	University of Amsterdam, Netherlands	NA	c	70810	NA
Thomas Däubler	University College Dublin, Ireland	NA	c	53597	NA
Thomas Kurer	University of Zurich, Switzerland	NA	c	70835	NA
Thomas Saalfeld	University of Bamberg, Germany	NA	c	70608	NA
Thomas Sattler	University of Geneva, Switzerland	NA	c	53588	NA
Thomas Sattler	University of Geneva, Switzerland	NA	c	70713	NA
Thomas Sattler	University of Geneva, Switzerland	NA	c	72233	NA
Thomas Scotto	University of Glasgow, United Kingdom	NA	c	70804	NA
Thomas Zittel	Goethe-University Frankfurt, Germany	NA	d	70790	NA
